date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:30	3933/3933	---M--	200	added ('OK')	text/css	etag:%2265e6c22a-f5d%22	https://orlab.com.vn/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widget.css?ver=5.0.9	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widgetd6ea.css	(from https://orlab.com.vn/)
11:57:30	610/610	---M--	200	added ('OK')	text/css	etag:%2265e71d8c-262%22	https://orlab.com.vn/wp-content/themes/techbiz/style.css?ver=2.0	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/themes/techbiz/styled5f7.css	(from https://orlab.com.vn/)
11:57:30	173687/173687	---M--	200	added ('OK')	text/css	etag:%2265e6c220-2a677%22	https://orlab.com.vn/wp-content/themes/techbiz/assets/css/fontawesome.min.css?ver=5.9.0	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/themes/techbiz/assets/css/fontawesome.minad76.css	(from https://orlab.com.vn/)
11:57:31	1240/1240	---M--	200	added ('OK')	text/css	etag:%2265e6c220-4d8%22	https://orlab.com.vn/wp-content/themes/techbiz/assets/css/slick.min.css?ver=4.0.13	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/themes/techbiz/assets/css/slick.min4819.css	(from https://orlab.com.vn/)
11:57:31	194251/194251	---M--	200	added ('OK')	text/css	etag:%2265e6c220-2f6cb%22	https://orlab.com.vn/wp-content/themes/techbiz/assets/css/bootstrap.min.css?ver=4.3.1	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/themes/techbiz/assets/css/bootstrap.min5b31.css	(from https://orlab.com.vn/)
11:57:31	5272/5272	---M--	200	added ('OK')	text/css	etag:%2265e6c220-1498%22	https://orlab.com.vn/wp-content/themes/techbiz/assets/css/magnific-popup.min.css?ver=1.0	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/themes/techbiz/assets/css/magnific-popup.min5152.css	(from https://orlab.com.vn/)
11:57:31	314244/314244	---M--	200	added ('OK')	text/css	etag:%2265e6c220-4cb84%22	https://orlab.com.vn/wp-content/themes/techbiz/assets/css/style.css?ver=2.0	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/themes/techbiz/assets/css/styled5f7.css	(from https://orlab.com.vn/)
11:57:32	3829/3829	---M--	200	added ('OK')	text/css	etag:%226649a920-ef5%22	https://orlab.com.vn/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.9.21	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min0579.css	(from https://orlab.com.vn/)
11:57:32	37/37	---M--	200	added ('OK')	text/css	etag:%2265e6c220-25%22	https://orlab.com.vn/wp-content/themes/techbiz/assets/css/color.schemes.css?ver=6.4.3	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/themes/techbiz/assets/css/color.schemes84fc.css	(from https://orlab.com.vn/)
11:57:32	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2265e6c220-15601%22	https://orlab.com.vn/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	E:/Projects/orlab/orlab/orlab.com.vn/wp-includes/js/jquery/jquery.minf43b.js	(from https://orlab.com.vn/)
11:57:32	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%2265e6c220-3509%22	https://orlab.com.vn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	E:/Projects/orlab/orlab/orlab.com.vn/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://orlab.com.vn/)
11:57:33	122953/122953	---M--	200	added ('OK')	application/javascript	etag:%2265e6c224-1e049%22	https://orlab.com.vn/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utils.js?ver=7.2.1	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utilsaf8d.js	(from https://orlab.com.vn/)
11:57:33	131236/131236	---M--	200	added ('OK')	application/javascript	etag:%2265e6c224-200a4%22	https://orlab.com.vn/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.2.1	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jqueryaf8d.js	(from https://orlab.com.vn/)
11:57:33	21751/21751	---M--	200	added ('OK')	application/javascript	etag:%2265e6c224-54f7%22	https://orlab.com.vn/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitions.js?ver=7.2.1	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitionsaf8d.js	(from https://orlab.com.vn/)
11:57:33	21218/21218	---M--	200	added ('OK')	application/javascript	etag:%22663a53e0-52e2%22	https://orlab.com.vn/wp-content/plugins/download-manager/assets/bootstrap/js/popper.min.js?ver=6.4.3	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/download-manager/assets/bootstrap/js/popper.min84fc.js	(from https://orlab.com.vn/)
11:57:34	62398/62398	---M--	200	added ('OK')	application/javascript	etag:%22663a53e0-f3be%22	https://orlab.com.vn/wp-content/plugins/download-manager/assets/bootstrap/js/bootstrap.min.js?ver=6.4.3	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/download-manager/assets/bootstrap/js/bootstrap.min84fc.js	(from https://orlab.com.vn/)
11:57:34	40476/40476	---M--	200	added ('OK')	application/javascript	etag:%22663a53e0-9e1c%22	https://orlab.com.vn/wp-content/plugins/download-manager/assets/js/front.js?ver=3.2.92	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/download-manager/assets/js/front7337.js	(from https://orlab.com.vn/)
11:57:34	428/428	---M--	200	added ('OK')	application/javascript	etag:%2265e75325-1ac%22	https://orlab.com.vn/wp-content/plugins/simple-file-list/js/ee-head.js?ver=6.4.3	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/simple-file-list/js/ee-head84fc.js	(from https://orlab.com.vn/)
11:57:35	291429/291429	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20May%202024%2004:57:34%20GMT	https://orlab.com.vn/wp-json/	E:/Projects/orlab/orlab/orlab.com.vn/wp-json/index.html	(from https://orlab.com.vn/)
11:57:35	73733/73733	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20May%202024%2004:57:35%20GMT	https://orlab.com.vn/wp-json/wp/v2/pages/9313	E:/Projects/orlab/orlab/orlab.com.vn/wp-json/wp/v2/pages/9313.json	(from https://orlab.com.vn/)
11:57:36	787/787	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20May%202024%2004:57:35%20GMT	https://orlab.com.vn/xmlrpc.php?rsd	E:/Projects/orlab/orlab/orlab.com.vn/xmlrpc0db0.php	(from https://orlab.com.vn/)
11:57:36	2782/2782	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20May%202024%2004:57:36%20GMT	https://orlab.com.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Forlab.com.vn%2F	E:/Projects/orlab/orlab/orlab.com.vn/wp-json/oembed/1.0/embedf3fd.json	(from https://orlab.com.vn/)
11:57:37	2975/2975	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20May%202024%2004:57:36%20GMT	https://orlab.com.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Forlab.com.vn%2F&format=xml	E:/Projects/orlab/orlab/orlab.com.vn/wp-json/oembed/1.0/embed2b4a	(from https://orlab.com.vn/)
11:57:37	3856/3856	---M--	200	added ('OK')	application/javascript	etag:%2265e74b51-f10%22	https://orlab.com.vn/wp-content/plugins/teachpress/js/frontend.js?ver=9.0.6	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/teachpress/js/frontend540a.js	(from https://orlab.com.vn/)
11:57:37	7300/7300	---M--	200	added ('OK')	text/css	etag:%2265e74b51-1c84%22	https://orlab.com.vn/wp-content/plugins/teachpress/styles/teachpress_front.css?ver=9.0.6	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/teachpress/styles/teachpress_front540a.css	(from https://orlab.com.vn/)
11:57:37	9662/9662	---M--	200	added ('OK')	image/x-icon	etag:%2265e6e112-25be%22	https://orlab.com.vn/wp-content/uploads/2024/03/favicon.ico	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2024/03/favicon.ico	(from https://orlab.com.vn/)
11:57:40	64077/64077	---M--	200	added ('OK')	image/png	etag:%2265e6e19c-fa4d%22	https://orlab.com.vn/wp-content/uploads/2024/03/logo_header_color_orlab.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2024/03/logo_header_color_orlab.png	(from https://orlab.com.vn/)
11:57:41	80725/80725	---M--	200	added ('OK')	image/jpeg	etag:%2213b55-5e5dcaa859400%22	https://wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/breadcumb-bg.jpg	E:/Projects/orlab/orlab/wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/breadcumb-bg.jpg	(from https://orlab.com.vn/)
11:57:42	71645/71645	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20May%202024%2004:57:40%20GMT	https://orlab.com.vn/about	E:/Projects/orlab/orlab/orlab.com.vn/about	(from https://orlab.com.vn/)
11:57:43	71648/71648	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20May%202024%2004:57:42%20GMT	https://orlab.com.vn/products	E:/Projects/orlab/orlab/orlab.com.vn/products	(from https://orlab.com.vn/)
11:57:45	103548/103548	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:42%20GMT	https://orlab.com.vn/introduction/	E:/Projects/orlab/orlab/orlab.com.vn/introduction/index.html	(from https://orlab.com.vn/)
11:57:46	79320/79320	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:43%20GMT	https://orlab.com.vn/awards/	E:/Projects/orlab/orlab/orlab.com.vn/awards/index.html	(from https://orlab.com.vn/)
11:57:47	137739/137739	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:43%20GMT	https://orlab.com.vn/our-team/	E:/Projects/orlab/orlab/orlab.com.vn/our-team/index.html	(from https://orlab.com.vn/)
11:57:47	79820/79820	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:44%20GMT	https://orlab.com.vn/activities/	E:/Projects/orlab/orlab/orlab.com.vn/activities/index.html	(from https://orlab.com.vn/)
11:57:47	69790/69790	---M--	200	added ('OK')	image/png	etag:%2265e6c22a-1109e%22	https://orlab.com.vn/wp-content/uploads/2022/08/hero-shape-2-2.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2022/08/hero-shape-2-2.png	(from https://orlab.com.vn/)
11:57:48	130149/130149	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:46%20GMT	https://orlab.com.vn/publications/	E:/Projects/orlab/orlab/orlab.com.vn/publications/index.html	(from https://orlab.com.vn/)
11:57:48	109670/109670	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:46%20GMT	https://orlab.com.vn/materials/	E:/Projects/orlab/orlab/orlab.com.vn/materials/index.html	(from https://orlab.com.vn/)
11:57:49	86184/86184	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:47%20GMT	https://orlab.com.vn/services/	E:/Projects/orlab/orlab/orlab.com.vn/services/index.html	(from https://orlab.com.vn/)
11:57:49	78947/78947	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:48%20GMT	https://orlab.com.vn/project/	E:/Projects/orlab/orlab/orlab.com.vn/project/index.html	(from https://orlab.com.vn/)
11:57:49	3755/3755	---M--	200	added ('OK')	image/png	etag:%2265e6c22a-eab%22	https://orlab.com.vn/wp-content/uploads/2022/08/hero-shape-2-1.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2022/08/hero-shape-2-1.png	(from https://orlab.com.vn/)
11:57:50	103174/103174	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:49%20GMT	https://orlab.com.vn/o-ads/	E:/Projects/orlab/orlab/orlab.com.vn/o-ads/index.html	(from https://orlab.com.vn/)
11:57:51	74988/74988	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:49%20GMT	https://orlab.com.vn/blog/	E:/Projects/orlab/orlab/orlab.com.vn/blog/index.html	(from https://orlab.com.vn/)
11:57:51	100173/100173	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:57:50%20GMT	https://orlab.com.vn/o-hos/	E:/Projects/orlab/orlab/orlab.com.vn/o-hos/index.html	(from https://orlab.com.vn/)
11:57:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20May%202024%2004:57:50%20GMT	https://orlab.com.vn/blog	E:/Projects/orlab/orlab/orlab.com.vn/blog	(from https://orlab.com.vn/)
11:57:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20May%202024%2004:57:53%20GMT	https://orlab.com.vn/blog	E:/Projects/orlab/orlab/orlab.com.vn/blog	(from https://orlab.com.vn/)
11:57:54	69518/69518	---M--	200	added ('OK')	image/jpeg	etag:%2265e6c22d-10f8e%22	https://orlab.com.vn/wp-content/uploads/2023/04/hero-slide-2-3.jpg	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2023/04/hero-slide-2-3.jpg	(from https://orlab.com.vn/)
11:57:55	930317/930317	---M--	200	added ('OK')	image/jpeg	etag:%2265e6c22a-e320d%22	https://orlab.com.vn/wp-content/uploads/2022/08/hero-2-3.jpg	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2022/08/hero-2-3.jpg	(from https://orlab.com.vn/)
11:57:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20May%202024%2004:57:54%20GMT	https://orlab.com.vn/dich-vu/	E:/Projects/orlab/orlab/orlab.com.vn/dich-vu/index.html	(from https://orlab.com.vn/)
11:57:56	27750/27750	---M--	200	added ('OK')	image/jpeg	etag:%226c66-5e6d94c4d9d80%22	https://wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/sr-3-1.jpg	E:/Projects/orlab/orlab/wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/sr-3-1.jpg	(from https://orlab.com.vn/)
11:57:57	1234798/1234798	---M--	200	added ('OK')	image/jpeg	etag:%2265e6c22a-12d76e%22	https://orlab.com.vn/wp-content/uploads/2022/08/hero-2-2.jpg	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2022/08/hero-2-2.jpg	(from https://orlab.com.vn/)
11:57:58	28546/28546	---M--	200	added ('OK')	image/jpeg	etag:%226f82-5e6d94c3e5b40%22	https://wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/sr-3-2.jpg	E:/Projects/orlab/orlab/wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/sr-3-2.jpg	(from https://orlab.com.vn/)
11:57:58	28386/28386	---M--	200	added ('OK')	image/jpeg	etag:%226ee2-5e6d94c1fd6c0%22	https://wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/sr-3-3.jpg	E:/Projects/orlab/orlab/wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/sr-3-3.jpg	(from https://orlab.com.vn/)
11:57:58	31110/31110	---M--	200	added ('OK')	image/jpeg	etag:%227986-5e6d94c109480%22	https://wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/sr-3-4.jpg	E:/Projects/orlab/orlab/wordpress.vecurosoft.com/techbiz/wp-content/uploads/2022/08/sr-3-4.jpg	(from https://orlab.com.vn/)
11:57:58	1894/1894	---M--	200	added ('OK')	image/png	etag:%2265e6c22b-766%22	https://orlab.com.vn/wp-content/uploads/2023/03/logo_f20d686d11.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2023/03/logo_f20d686d11.png	(from https://orlab.com.vn/)
11:57:58	45641/45641	---M--	200	added ('OK')	image/png	etag:%2265e6c22c-b249%22	https://orlab.com.vn/wp-content/uploads/2023/03/ecd2476f58db857d1365b5a4412fcf87_8546a928dd-768x384.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2023/03/ecd2476f58db857d1365b5a4412fcf87_8546a928dd-768x384.png	(from https://orlab.com.vn/)
11:57:59	29878/29878	---M--	200	added ('OK')	image/png	etag:%2265e6c22c-74b6%22	https://orlab.com.vn/wp-content/uploads/2023/03/e3dcde5cf93a4babb34115b6e7bc6bb3_cc165d1ff8-768x384.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2023/03/e3dcde5cf93a4babb34115b6e7bc6bb3_cc165d1ff8-768x384.png	(from https://orlab.com.vn/)
11:57:59	58244/58244	---M--	200	added ('OK')	image/png	etag:%2265e6c22c-e384%22	https://orlab.com.vn/wp-content/uploads/2023/03/256198737714799a3d24fa65269e6987_a473b8fe34-768x384.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2023/03/256198737714799a3d24fa65269e6987_a473b8fe34-768x384.png	(from https://orlab.com.vn/)
11:57:59	44769/44769	---M--	200	added ('OK')	image/png	etag:%2265e6c22c-aee1%22	https://orlab.com.vn/wp-content/uploads/2023/03/09ebbf74a4e3b2bf5bbc6f299184add5_658c1b0136-768x384.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2023/03/09ebbf74a4e3b2bf5bbc6f299184add5_658c1b0136-768x384.png	(from https://orlab.com.vn/)
11:57:59	54993/54993	---M--	200	added ('OK')	image/png	etag:%2265e6c22c-d6d1%22	https://orlab.com.vn/wp-content/uploads/2023/03/0ab0dad49552b6247c6e85c2979021d3_b61ae513e3-768x384.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2023/03/0ab0dad49552b6247c6e85c2979021d3_b61ae513e3-768x384.png	(from https://orlab.com.vn/)
11:57:59	11330/11330	---M--	200	added ('OK')	image/png	etag:%2265e7d3f3-2c42%22	https://orlab.com.vn/wp-content/uploads/2024/03/bachmai.png	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2024/03/bachmai.png	(from https://orlab.com.vn/)
11:58:00	33815/33815	---M--	200	added ('OK')	image/jpeg	etag:%2265e7d4a9-8417%22	https://orlab.com.vn/wp-content/uploads/2024/03/dhyHN-768x218.jpg	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/uploads/2024/03/dhyHN-768x218.jpg	(from https://orlab.com.vn/)
11:58:01	71589/71589	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20May%202024%2004:58:00%20GMT	https://orlab.com.vn/minhhoangha.vth@gmail.com	E:/Projects/orlab/orlab/orlab.com.vn/minhhoangha.vth@gmail.com	(from https://orlab.com.vn/)
11:58:01	9921/9921	---M--	200	added ('OK')	text/css	etag:%2265e6c229-26c1%22	https://orlab.com.vn/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://orlab.com.vn/)
11:58:02	74515/74515	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:58:00%20GMT	https://orlab.com.vn/2024/03/05/	E:/Projects/orlab/orlab/orlab.com.vn/2024/03/05/index.html	(from https://orlab.com.vn/)
11:58:02	4664/4664	---M--	200	added ('OK')	text/css	etag:%2265e74b51-1238%22	https://orlab.com.vn/wp-content/plugins/teachpress/includes/academicons/css/academicons.min.css?ver=6.4.3	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/teachpress/includes/academicons/css/academicons.min84fc.css	(from https://orlab.com.vn/)
11:58:02	89890/89890	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:58:01%20GMT	https://orlab.com.vn/2024/03/05/duong-ngan-ha-nu-sinh-dam-me-voi-khoa-hoc-cong-nghe/	E:/Projects/orlab/orlab/orlab.com.vn/2024/03/05/duong-ngan-ha-nu-sinh-dam-me-voi-khoa-hoc-cong-nghe/index.html	(from https://orlab.com.vn/)
11:58:02	76002/76002	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20May%202024%2004:58:01%20GMT	https://orlab.com.vn/author/pdt-admin/	E:/Projects/orlab/orlab/orlab.com.vn/author/pdt-admin/index.html	(from https://orlab.com.vn/)
11:58:03	30999/30999	---M--	200	added ('OK')	text/css	etag:%2265e6c229-7917%22	https://orlab.com.vn/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	E:/Projects/orlab/orlab/orlab.com.vn/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://orlab.com.vn/)
